# bad_type_pair_flat_map_time_taken_micros	bad_type_pair_flat_map_iterations	bad_type_pair_map_time_taken_micros	bad_type_pair_map_iterations	bad_type_triple_flat_map_time_taken_micros	bad_type_triple_flat_map_iterations	bad_type_triple_map_time_taken_micros	bad_type_triple_map_iterations	
9375	2143	6310	197	384279	512519	9754	354	
5845	3549	6586	382	1462143	851482	4627	273	
7323	2096	641	209	375324	605790	8369	231	
8132	7853	122	178	636261	345715	6777	388	
7147	3546	327	161	364747	196339	182	203	
6676	4090	485	176	382948	550763	3725	340	
13493	10044	389	158	600542	334787	249	287	
9558	9645	773	208	745492	312975	7577	321	
8711	8736	393	175	230886	120526	3760	249	
6023	1843	4915	346	246555	142824	2451	379	
8684	4333	5172	333	236907	303386	235	248	
7563	6053	4470	230	1525821	727103	3111	379	
9029	8296	3924	279	1645328	864252	3568	260	
9974	11346	5533	161	1808489	864766	9264	329	
7271	5125	3559	258	859010	564338	9626	314	
8998	8425	619	185	157462	287677	1396	283	
7119	3766	3791	230	117267	203908	2899	353	
5887	2530	2866	282	69623	123188	880	365	
11756	5437	4070	242	98135	175462	7199	421	
12295	10238	997	152	112903	193418	497	247	
7285	6350	232	150	89160	123675	241	238	
9500	7017	565	176	117595	208356	4753	163	
11893	6828	13	48	324376	525464	8109	430	
7303	6624	439	224	252550	363759	3492	234	
13365	11683	5864	312	80915	134305	6116	427	
8661	7381	711	249	205744	342743	183	225	
8789	5169	3059	276	201782	371250	2451	296	
9999	11771	1006	215	237522	445992	4115	335	
13016	11805	857	139	325881	517163	3079	321	
7581	6871	3943	213	195271	259037	609	286	
8557	9565	972	173	213484	430605	2358	433	
11303	6842	194	196	181649	285023	78	159	
11489	11867	2256	248	159728	254303	7050	292	
5890	3577	3574	201	288316	546434	9480	383	
6282	5989	449	90	100065	138191	5279	350	
9687	7638	485	212	94329	138100	306	214	
9957	10110	1794	170	362438	678650	145	157	
7898	6687	3964	196	117748	165066	5842	334	
5128	2278	198	178	150746	292596	10284	336	
11434	8242	3846	348	448830	781992	297	312	
8677	3361	1537	250	80975	109389	3767	357	
11182	10201	21	59	110568	159012	1737	167	
9997	7868	1814	204	80650	117755	9923	400	
5303	3360	3615	187	200774	345779	557	306	
4651	2838	739	205	341191	658507	5272	347	
4937	3531	2115	200	43470	59775	3551	297	
7613	8613	942	176	163108	254217	121	187	
7645	3934	452	256	147203	215565	6059	396	
11921	9906	4082	330	130980	226598	5429	400	
6153	3018	50	72	110064	210490	514	197	
9010	9660	916	307	94555	163324	3881	298	
5398	3878	427	175	326147	525278	5362	341	
9858	8021	410	161	221418	380252	1987	298	
5513	4725	572	200	138597	235443	9528	530	
4974	2696	463	300	123018	172189	421	253	
5488	4052	1697	226	267257	481386	389	363	
4998	3589	4280	318	77711	128236	10149	339	
6653	6172	4156	273	387407	565394	2656	432	
9134	11150	947	243	99173	142320	5809	443	
6582	3743	3351	284	209084	387851	7783	280	
11681	10519	3944	359	338179	629398	5800	320	
6568	3457	3450	203	178828	297413	974	220	
9328	6202	3828	253	223308	360073	913	230	
7698	8264	2159	296	83304	116777	338	311	
8425	8429	6099	265	465052	693426	4179	229	
9972	10852	1221	215	115345	198730	2822	339	
7408	4728	3124	265	32005	38839	7707	444	
6274	5317	406	207	197157	363384	6420	423	
6262	3633	129	106	397174	594233	1972	230	
6363	3420	2570	244	383207	615939	1350	256	
5863	2714	1484	167	273022	385494	6231	302	
11595	10547	4107	339	148062	239828	3937	417	
8304	8588	1509	204	195134	265441	6798	276	
11066	4980	4697	246	242240	383550	283	299	
8047	4569	761	103	181920	289879	282	267	
13450	9175	5859	251	381070	556580	8613	327	
9312	8045	5987	383	170805	272096	7241	418	
10031	3736	4763	227	403135	599654	488	306	
9337	10808	4272	345	117878	173120	902	319	
7046	6978	419	222	456274	707606	360	328	
6652	5544	3025	173	474528	643990	4407	414	
10672	9942	118	180	86255	155438	3444	263	
10289	7099	3188	178	70980	108852	8121	423	
7901	3957	139	163	173760	289184	534	163	
5147	2547	6678	374	155285	276518	3381	244	
8739	8722	70	114	246160	368853	699	341	
8258	9770	2842	276	251526	425196	3650	366	
5983	3158	245	195	114071	197731	1594	280	
7261	7157	167	209	405693	605580	8375	317	
5922	5000	788	182	78763	152310	1044	251	
10774	11818	919	260	77509	140824	9394	266	
5917	3860	5856	385	77468	143676	8292	350	
6094	5469	1758	182	377820	552651	666	340	
14081	11715	297	185	379064	675962	1088	271	
12179	10967	5801	313	262042	394616	3100	225	
7795	5720	194	93	180448	289487	241	290	
10917	11318	53	100	161446	246726	223	202	
8046	5400	4643	286	274647	377552	492	284	
13311	9309	1466	198	65214	82458	2341	326	
13014	10942	3133	277	152202	236812	1982	246	
10479	9217	2002	226	136986	209747	993	302	
4799	2094	1531	193	160847	247523	7200	420	
10151	6824	748	108	669696	873066	906	318	
9231	9619	2037	260	272882	447445	1752	255	
7127	6747	351	95	330626	569368	2713	298	
8370	3892	5493	255	297249	490873	438	368	
8677	5990	564	244	252875	390836	7362	314	
10447	7699	185	165	188141	273350	1799	289	
7850	3536	610	115	92652	143411	9361	389	
9997	10543	168	188	9614	14398	9241	382	
11779	9251	5520	336	125184	236422	8940	406	
8270	7706	4838	242	477243	793180	1829	351	
7291	5255	5733	318	300611	487190	755	342	
9963	9320	243	215	184278	272833	587	246	
11050	10457	5185	318	140412	190568	8776	392	
8827	9313	1600	216	23791	28457	6475	374	
10830	7141	894	194	268410	466233	2657	336	
5766	2920	1909	249	269044	389596	1201	356	
10561	9629	1453	137	135975	219300	3380	355	
9133	9608	3999	273	68397	134753	3356	328	
11545	9606	345	204	198655	337433	5671	325	
7350	1784	157	136	515444	843893	213	212	
7229	5018	3773	165	274047	364420	1221	232	
10106	12242	308	179	468910	691018	442	251	
10746	10789	486	102	154695	241434	425	203	
13875	9357	3946	288	423067	609310	1345	291	
7863	8810	212	202	352652	499650	455	251	
6560	6668	2733	284	264890	387855	9643	375	
10777	8694	540	234	134360	211479	3973	322	
10247	7448	684	207	73412	110742	1042	241	
8824	7726	2460	151	17950	32904	2258	359	
6365	6653	5690	209	197689	257251	4489	401	
11716	6111	5733	312	234622	316366	314	319	
4819	2797	161	201	76393	139105	5430	239	
6548	4206	3320	313	22827	40901	1191	372	
5575	3642	791	261	408117	725244	9893	299	
6005	4357	79	90	464995	750159	306	308	
10162	7455	1557	264	202552	324015	862	213	
5772	4068	680	114	160159	299576	6806	355	
8745	7733	2052	276	121454	209437	556	385	
12445	6749	71	132	91533	147253	800	328	
9920	10605	4219	331	328948	442091	7081	222	
11811	10898	104	147	38966	72556	667	206	
12731	10865	1520	200	491634	880924	9519	298	
13690	9495	4044	231	77758	130235	3305	275	
10073	11464	2083	143	246449	354050	8547	221	
5635	2458	197	115	349296	639406	7397	371	
9192	4970	85	146	74362	127871	9155	324	
8976	5197	3079	224	327020	427409	588	319	
9841	10562	4085	286	34848	62677	7585	437	
13285	8488	3388	278	128853	182493	270	239	
9514	7601	2483	261	188581	314025	335	340	
6736	4663	3395	306	69052	90289	512	256	
8553	8221	672	137	17220	26905	6741	330	
12649	12048	1281	311	267557	455761	1032	333	
6237	3477	2490	305	432611	604821	1087	267	
11230	9928	2119	214	476380	715080	163	223	
6638	5702	320	186	48987	68565	665	293	
9090	2789	566	115	94736	130057	2520	261	
4821	2704	2079	283	491368	829101	5383	350	
12795	7016	2653	294	46827	86800	763	348	
8178	6767	2267	112	55493	98654	2028	308	
8989	8308	1346	263	100819	153986	1325	210	
5138	2771	2605	131	123740	229311	5486	351	
10418	6701	469	164	83611	106297	6757	227	
5698	3551	421	102	258231	383316	5414	265	
8217	7246	1186	167	191771	299583	5148	290	
6580	6520	486	138	302804	483827	9695	391	
7694	6376	97	158	82837	117606	4313	348	
8572	8038	1228	187	64982	110086	3651	348	
11041	10686	266	175	462955	839934	7566	419	
9277	10884	5940	247	165402	312816	593	338	
6708	2328	621	303	228966	382909	1603	299	
8812	1793	3816	215	94335	161106	6646	362	
10872	6924	4094	233	430393	654426	6078	430	
10563	8252	4744	293	409055	675438	2118	323	
8421	7726	1800	292	55308	99216	366	329	
5231	1597	786	159	370590	676799	78	147	
5018	2032	326	193	161609	293745	539	217	
8472	4409	107	157	72491	113255	1110	240	
10099	9508	454	167	190367	276755	1901	318	
13107	8880	4194	203	204732	314620	687	240	
12881	11063	1353	207	198971	340298	3835	324	
11386	8739	5259	311	307230	428954	7366	339	
10328	6217	148	110	119803	159145	3946	315	
11422	6723	1350	199	178634	269436	206	233	
11221	8057	2026	304	170484	240350	1136	226	
8721	2886	5692	306	61840	87808	4786	279	
9882	9999	5472	265	349428	515197	2848	208	
10973	10869	2139	237	531848	832492	170	234	
10832	8173	3117	282	264947	444710	6143	269	
5541	2549	762	193	17590	31965	140	202	
8297	3451	1416	270	385120	606561	2495	411	
6578	4095	567	197	399752	745514	8469	269	
9275	10551	3394	274	38588	69204	2606	319	
6466	5415	273	217	452747	726635	9152	216	
8438	8037	6427	309	478270	814533	3456	420	
5268	2196	401	190	76119	100437	70	143	
10010	7535	4437	296	437700	803819	3463	218	
8309	4693	3533	254	620475	868034	149	174	
6412	5769	850	193	154858	280347	870	156	
7552	4807	4448	248	89671	152643	9032	411	
9089	5091	105	77	362488	510377	3604	410	
11322	11270	843	301	397619	526591	3161	327	
7754	8372	1398	258	89116	125899	1692	268	
8180	6765	2623	333	53105	82428	2535	241	
6495	5920	2563	217	87002	155757	846	226	
9277	5810	4142	327	287871	540752	10510	280	
7933	4733	348	131	253765	484301	1470	250	
5425	1651	1146	222	198052	353916	1982	225	
8104	5878	1695	135	416257	718621	4123	367	
11344	9923	2428	130	17772	32212	3336	352	
6889	5342	5420	275	189885	268421	259	208	
13738	10691	785	168	493675	700028	2023	346	
7038	5157	3431	225	146221	213097	818	181	
9784	10903	4528	292	199124	300488	5229	250	
8705	7619	1475	273	75407	101400	2238	232	
7165	3621	320	135	147450	268042	1761	234	
7767	7285	317	238	476857	834584	960	308	
5606	2575	76	141	20485	27019	128	181	
5293	3328	807	139	214313	385219	7879	392	
5031	2334	2003	230	38392	62961	8776	396	
7223	6792	312	146	186354	286905	7559	368	
8886	9256	1257	107	163389	294428	296	282	
10317	10854	5981	297	248927	429038	3847	432	
11084	5703	5699	361	558155	814223	5675	415	
8021	3132	359	114	162202	240500	630	279	
5389	2599	5117	267	91925	164236	1411	174	
6202	5116	784	152	223416	378693	6770	272	
12062	10373	2871	194	70297	109311	4749	437	
9861	8680	253	178	49935	91894	1280	344	
9861	5102	5554	286	125622	186648	2474	189	
11234	7634	372	277	89573	121565	2381	314	
8701	8543	2710	238	67865	126742	9200	417	
7181	4950	4534	317	110351	198533	3739	397	
5865	4330	4539	251	150521	269687	4584	301	
5602	4354	2388	176	18059	30797	1833	259	
6458	3493	362	175	42111	71447	10298	458	
8225	8821	4952	304	153905	257160	2913	299	
